target_id	length	eff_length	est_counts	tpm
FBtr0082323	1377	1191.04	0	0
FBtr0089329	1986	1800.04	1401	62.7202
FBtr0085149	1072	886.039	0	0
FBtr0080391	1048	862.039	78	7.29153
FBtr0334761	1814	1628.04	0	0
FBtr0100125	905	719.115	23	2.57739
FBtr0305263	953	767.039	0	0
FBtr0334762	1121	935.039	0	0
FBtr0080389	1849	1663.04	0	0
FBtr0080390	1765	1579.04	0	0
FBtr0081744	1864	1678.04	0	0
FBtr0085056	1002	816.039	0	0
FBtr0085055	1066	880.039	0	0
FBtr0343829	4010	3824.04	0	0
FBtr0081080	3783	3597.04	969	21.7085
FBtr0081701	830	644.186	0	0
FBtr0087952	2048	1862.04	107	4.63069
FBtr0273406	514	329.42	0	0
FBtr0305913	1650	1464.04	0	0
FBtr0273320	1409	1223.04	1	0.0658887
FBtr0305958	822	636.186	9	1.14001
FBtr0112367	401	219.843	0	0
FBtr0073208	1072	886.039	0	0
FBtr0074260	997	811.039	0	0
FBtr0070832	957	771.039	0	0
FBtr0113156	1331	1145.04	0	0
FBtr0076360	596	410.943	0	0
FBtr0083546	1468	1282.04	0	0
FBtr0081965	1575	1389.04	556	32.2561
FBtr0304865	4033	3847.04	13003.8	272.392
FBtr0304867	4472	4286.04	11344.2	213.289
FBtr0078662	2088	1902.04	1369.97	58.042
FBtr0114518	2144	1958.04	0	0
FBtr0078664	2368	2182.04	187.032	6.90724
FBtr0078661	2289	2103.04	0	0
FBtr0078663	2209	2023.04	0	0
FBtr0308064	274	106.346	0	0
FBtr0333547	2505	2319.04	0	0
FBtr0333546	2211	2025.04	0	0
FBtr0070027	2221	2035.04	0	0
FBtr0082315	2659	2473.04	23	0.749459
FBtr0112789	3223	3037.04	0	0
FBtr0300704	1885	1699.04	270.817	12.8447
FBtr0113705	2134	1948.04	0	0
FBtr0344847	1907	1721.04	0	0
FBtr0300702	1875	1689.04	1.26992e-005	6.05881e-007
FBtr0300703	2196	2010.04	223.788	8.97189
FBtr0113704	2144	1958.04	139.395	5.7369
FBtr0344118	2561	2375.04	49.3656	1.67496
FBtr0084910	2101	1915.04	0	0
FBtr0084911	2164	1978.04	141.849	5.77886
FBtr0300819	2782	2596.04	0	0
FBtr0300820	2422	2236.04	0	0
FBtr0084909	2566	2380.04	424.785	14.3826
FBtr0084869	1894	1708.04	0	0
FBtr0089712	3679	3493.04	364.651	8.4125
FBtr0339820	4100	3914.04	1676.48	34.5164
FBtr0339819	3461	3275.04	193.864	4.77015
FBtr0303415	4077	3891.04	0	0
FBtr0331996	4411	4225.04	0	0
FBtr0331997	4647	4461.04	674	12.1752
FBtr0301019	4389	4203.04	0	0
FBtr0100327	2981	2795.04	0	0
FBtr0343641	3426	3240.04	0	0
FBtr0071757	4409	4223.04	5.25408	0.100259
FBtr0308239	4638	4452.04	3500.49	63.3608
FBtr0071756	4243	4057.04	10.2585	0.203764
FBtr0075318	8461	8275.04	1708.56	16.6383
FBtr0305085	8449	8263.04	608.799	5.93725
FBtr0333626	8076	7890.04	0	0
FBtr0330189	8301	8115.04	0	0
FBtr0305084	7990	7804.04	1.84714	0.0190736
FBtr0330190	8449	8263.04	608.799	5.93725
FBtr0333625	8067	7881.04	0	0
FBtr0305086	7842	7656.04	0	0
FBtr0076694	3199	3013.04	254.223	6.79925
FBtr0091746	1336	1150.04	0	0
FBtr0306927	4314	4128.04	0	0
FBtr0334760	727	541.186	0	0
FBtr0100503	403	221.664	0	0
FBtr0077144	1521	1335.04	2072	125.068
FBtr0306086	1145	959.039	0	0
FBtr0340353	8788	8602.04	10525.5	98.6035
FBtr0340351	9220	9034.04	193.377	1.72494
FBtr0340350	9002	8816.04	0	0
FBtr0340352	8558	8372.04	885.502	8.52333
FBtr0340354	8564	8378.04	9.98856e-005	9.60752e-007
FBtr0340355	7414	7228.04	400.626	4.46653
FBtr0086536	1596	1410.04	6165.91	352.385
FBtr0086537	1701	1515.04	264.094	14.047
FBtr0070738	6606	6420.04	47.2062	0.592532
FBtr0070740	5946	5760.04	0	0
FBtr0100408	5948	5762.04	0	0
FBtr0070739	5518	5332.04	28.7938	0.435168
FBtr0301914	6763	6577.04	0	0
FBtr0080656	563	378.141	0	0
FBtr0343706	521	336.353	0	0
FBtr0302946	383	202.965	0	0
FBtr0301477	4782	4596.04	0	0
FBtr0306350	2503	2317.04	0	0
FBtr0306351	2221	2035.04	21.5205	0.85218
FBtr0330046	2653	2467.04	46.2397	1.51039
FBtr0301478	2790	2604.04	0	0
FBtr0089521	2653	2467.04	46.2397	1.51039
FBtr0300884	4898	4712.04	41.0305	0.701697
FBtr0300882	4892	4706.04	1114.06	19.0768
FBtr0300885	4919	4733.04	2071.66	35.272
FBtr0300886	5268	5082.04	1750.24	27.7531
FBtr0070272	2139	1953.04	151	6.23042
FBtr0113469	6298	6112.04	0	0
FBtr0091533	6079	5893.04	143	1.95545
FBtr0081048	909	723.115	0.0682741	0.00760851
FBtr0329926	906	720.115	11.9317	1.33522
FBtr0331279	411	229.299	0	0
FBtr0306048	1223	1037.04	0	0
FBtr0345656	5093	4907.04	0	0
FBtr0110838	6234	6048.04	29	0.386398
FBtr0333123	1100	914.039	0	0
FBtr0075201	980	794.039	621	63.0232
FBtr0308601	1556	1370.04	0	0
FBtr0346350	2380	2194.04	15.4076	0.565902
FBtr0333306	1668	1482.04	505.504	27.4863
FBtr0071465	1150	964.039	956.594	79.962
FBtr0082368	1909	1723.04	134	6.26701
FBtr0072553	1422	1236.04	24	1.5647
FBtr0081407	662	476.336	0	0
FBtr0080119	2993	2807.04	299	8.58369
FBtr0332091	7868	7682.04	453.164	4.75368
FBtr0075562	7222	7036.04	774.836	8.87426
FBtr0302392	219	64.5302	0	0
FBtr0302971	813	627.186	66	8.48005
FBtr0303249	887	701.186	57.9915	6.66472
FBtr0110947	892	706.186	0.00852548	0.000972861
FBtr0333413	1540	1354.04	82	4.88016
FBtr0079683	1684	1498.04	0	0
FBtr0333414	1687	1501.04	0	0
FBtr0072576	2694	2508.04	205	6.58674
FBtr0334302	4002	3816.04	449	9.48166
FBtr0082031	3999	3813.04	0	0
FBtr0079550	1502	1316.04	336	20.5741
FBtr0343384	1440	1254.04	0	0
FBtr0330045	2512	2326.04	16.9629	0.587671
FBtr0082987	1415	1229.04	17.0371	1.11707
FBtr0301428	2661	2475.04	0	0
FBtr0301429	2872	2686.04	0	0
FBtr0301431	3360	3174.04	0	0
FBtr0301430	3149	2963.04	0	0
FBtr0340558	1229	1043.04	0	0
FBtr0080177	1082	896.039	0	0
FBtr0343610	5025	4839.04	0	0
FBtr0343608	4211	4025.04	0.0144043	0.000288385
FBtr0343609	4032	3846.04	0	0
FBtr0079957	4223	4037.04	497.569	9.93211
FBtr0303907	4127	3941.04	1014.42	20.7423
FBtr0303906	4081	3895.04	0	0
FBtr0303905	4119	3933.04	0	0
FBtr0088650	2014	1828.04	158	6.96502
FBtr0273339	1383	1197.04	52	3.50063
FBtr0301167	1029	843.039	0	0
FBtr0347550	3326	3140.04	517.483	13.2804
FBtr0078958	1114	928.039	566.625	49.2017
FBtr0075478	694	508.239	0	0
FBtr0078567	882	696.186	0	0
FBtr0071225	1165	979.039	18	1.48157
FBtr0345985	1286	1100.04	0	0
FBtr0340217	5681	5495.04	175.102	2.56786
FBtr0086904	5684	5498.04	88.8979	1.30297
FBtr0306284	372	192.688	34	14.2192
FBtr0347283	774	588.186	0	0
FBtr0075651	4329	4143.04	172.627	3.35768
FBtr0075652	3921	3735.04	558.373	12.047
FBtr0332622	8259	8073.04	0	0
FBtr0308328	8643	8457.04	0	0
FBtr0308327	8457	8271.04	0	0
FBtr0308325	7938	7752.04	0	0
FBtr0308329	7097	6911.04	0	0
FBtr0332621	6223	6037.04	0	0
FBtr0308326	6286	6100.04	0	0
FBtr0345197	13125	12939	781.78	4.86893
FBtr0333706	10897	10711	1914.57	14.4042
FBtr0089106	6189	6003.04	724.269	9.72254
FBtr0309088	2778	2592.04	0	0
FBtr0309089	4262	4076.04	788.29	15.5847
FBtr0076486	2394	2208.04	88.8619	3.2431
FBtr0332592	2813	2627.04	0	0
FBtr0332591	2322	2136.04	0	0
FBtr0074079	2391	2205.04	1380	50.4329
FBtr0088643	4091	3905.04	105.755	2.18235
FBtr0088642	4088	3902.04	274.689	5.67285
FBtr0345224	4148	3962.04	292.128	5.94164
FBtr0339302	4145	3959.04	748.428	15.2339
FBtr0334821	1627	1441.04	0	0
FBtr0334822	1744	1558.04	0	0
FBtr0077938	1511	1325.04	0	0
FBtr0077936	1454	1268.04	0	0
FBtr0077937	1565	1379.04	0	0
FBtr0077939	1628	1442.04	0	0
FBtr0072121	849	663.186	0	0
FBtr0079601	888	702.186	79	9.06621
FBtr0073141	1708	1522.04	0	0
FBtr0084278	477	293.135	0	0
FBtr0307312	9817	9631.04	834.504	6.98243
FBtr0307309	9968	9782.04	1178.5	9.70844
FBtr0307310	9842	9656.04	0	0
FBtr0307311	10170	9984.04	0	0
FBtr0078345	633	447.518	0	0
FBtr0079495	3264	3078.04	0	0
FBtr0343404	3495	3309.04	40	0.974113
FBtr0083964	564	379.141	3965	842.74
FBtr0078184	1305	1119.04	0	0
FBtr0072722	2846	2660.04	0	0
FBtr0072721	2576	2390.04	281	9.47441
FBtr0331865	2640	2454.04	0	0
FBtr0078208	1344	1158.04	0	0
FBtr0433512	2455	2269.04	127.627	4.53263
FBtr0303407	2132	1946.04	0.00152506	6.3152e-005
FBtr0078712	1080	894.039	3.0542	0.275291
FBtr0081206	1604	1418.04	75	4.2621
FBtr0113310	1466	1280.04	0	0
FBtr0339141	1600	1414.04	5854	333.613
FBtr0303841	1379	1193.04	0	0
FBtr0088997	1432	1246.04	846	54.7129
FBtr0085512	862	676.186	0	0
FBtr0080055	1405	1219.04	0	0
FBtr0301742	279	110.482	0	0
FBtr0331219	2907	2721.04	0	0
FBtr0331218	9186	9000.04	13	0.116399
FBtr0331221	8906	8720.04	0	0
FBtr0331217	2882	2696.04	0	0
FBtr0331220	9009	8823.04	0	0
FBtr0290295	2768	2582.04	0	0
FBtr0331216	9188	9002.04	0	0
FBtr0331222	763	577.186	0	0
FBtr0301972	783	597.186	0	0
FBtr0075322	4158	3972.04	856.566	17.3779
FBtr0075323	3177	2991.04	0	0
FBtr0304018	3523	3337.04	0	0
FBtr0082268	487	302.925	42	11.1729
FBtr0078992	2411	2225.04	89	3.22332
FBtr0075971	1337	1151.04	19.9207	1.39465
FBtr0332644	1805	1619.04	266.817	13.2803
FBtr0343726	4924	4738.04	0	0
FBtr0343727	4695	4509.04	142	2.53779
FBtr0080801	3399	3213.04	0	0
FBtr0085179	1931	1745.04	0	0
FBtr0334732	1852	1666.04	14	0.677164
FBtr0084435	712	526.186	0	0
FBtr0333359	8539	8353.04	0	0
FBtr0347066	8335	8149.04	0	0
FBtr0072747	8339	8153.04	8419.18	83.2149
FBtr0303993	8076	7890.04	28.7351	0.293485
FBtr0082776	863	677.186	0	0
FBtr0083698	3561	3375.04	1915.19	45.7283
FBtr0334522	3913	3727.04	1602.24	34.6429
FBtr0083699	3740	3554.04	720.569	16.3382
FBtr0083123	1806	1620.04	351	17.4595
FBtr0073670	1180	994.039	0	0
FBtr0346294	904	718.115	0	0
FBtr0074584	841	655.186	0	0
FBtr0084203	1178	992.039	0	0
FBtr0075503	431	248.362	50	16.2232
FBtr0071940	3781	3595.04	75	1.68116
FBtr0071878	678	492.239	320	52.3872
FBtr0074217	1666	1480.04	372.673	20.2911
FBtr0334992	1631	1445.04	534.857	29.827
FBtr0334991	1534	1348.04	36.4701	2.18015
FBtr0334990	1621	1435.04	0	0
FBtr0334641	7845	7659.04	0	0
FBtr0334640	7572	7386.04	451.588	4.92699
FBtr0112788	7572	7386.04	401.412	4.37955
FBtr0300945	5982	5796.04	899.211	12.5021
FBtr0088089	5273	5087.04	0	0
FBtr0306029	5832	5646.04	283.789	4.05044
FBtr0300299	542	357.177	0	0
FBtr0303283	663	477.336	11	1.85703
FBtr0082690	968	782.039	0	0
FBtr0075544	1414	1228.04	0	0
FBtr0084225	2337	2151.04	0	0
FBtr0084554	1241	1055.04	219	16.7273
FBtr0088251	1100	914.039	234	20.6301
FBtr0075348	623	437.518	0	0
FBtr0307592	1036	850.039	0	0
FBtr0307591	716	530.186	0	0
FBtr0307593	1134	948.039	0	0
FBtr0088981	1711	1525.04	365	19.2869
FBtr0082830	999	813.039	81	8.02832
FBtr0073752	1359	1173.04	0	0
FBtr0073172	1075	889.039	0	0
FBtr0083484	1060	874.039	68	6.26944
FBtr0334920	644	458.382	0	0
FBtr0343101	702	516.239	112	17.4831
FBtr0073534	1246	1060.04	0	0
FBtr0073532	1076	890.039	0	0
FBtr0073533	1155	969.039	206	17.1308
FBtr0081554	1426	1240.04	5	0.324927
FBtr0333730	597	411.943	1.49583e-007	2.92614e-008
FBtr0070405	653	467.336	273	47.0744
FBtr0088310	2481	2295.04	43	1.50983
FBtr0085561	2042	1856.04	0	0
FBtr0310420	1884	1698.04	224	10.6304
FBtr0309175	598	412.901	17	3.31783
FBtr0074130	2575	2389.04	325	10.9625
FBtr0071834	2099	1913.04	167	7.03467
FBtr0089479	2771	2585.04	0	0
FBtr0089478	2863	2677.04	0	0
FBtr0331561	2723	2537.04	119	3.77982
FBtr0300082	7593	7407.04	5325.34	57.9367
FBtr0300080	4495	4309.04	0	0
FBtr0300083	6021	5835.04	0	0
FBtr0300081	3290	3104.04	0	0
FBtr0300084	4316	4130.04	43.6343	0.851383
FBtr0074830	1113	927.039	394.85	34.323
FBtr0301126	1230	1044.04	0	0
FBtr0332771	1073	887.039	0	0
FBtr0300813	1005	819.039	681.15	67.0176
FBtr0343719	1549	1363.04	0	0
FBtr0080785	988	802.039	0	0
FBtr0089578	2912	2726.04	0	0
FBtr0078995	1986	1800.04	309	13.8334
FBtr0091534	674	488.288	0	0
FBtr0345289	667	481.336	0	0
FBtr0077524	755	569.186	0	0
FBtr0332508	1053	867.039	0	0
FBtr0080508	1293	1107.04	0	0
FBtr0079127	836	650.186	0	0
FBtr0077829	3910	3724.04	246	5.32319
FBtr0081218	2474	2288.04	145	5.10688
FBtr0300822	2553	2367.04	0	0
FBtr0081217	2565	2379.04	0	0
FBtr0081216	2549	2363.04	0	0
FBtr0082566	1767	1581.04	2	0.101939
FBtr0334867	2747	2561.04	0	0
FBtr0085397	2589	2403.04	0	0
FBtr0082869	1981	1795.04	1707	76.6321
FBtr0345145	2255	2069.04	0	0
FBtr0302335	2165	1979.04	0	0
FBtr0345144	2183	1997.04	0	0
FBtr0074635	1850	1664.04	743	35.9813
FBtr0071317	2438	2252.04	67	2.39745
FBtr0346166	2970	2784.04	0	0
FBtr0345302	2504	2318.04	0	0
FBtr0077098	1123	937.039	554	47.6434
FBtr0075659	1433	1247.04	0	0
FBtr0310278	1388	1202.04	0	0
FBtr0112539	371	191.787	0	0
FBtr0303268	3265	3079.04	0	0
FBtr0082565	411	229.299	0	0
FBtr0344018	2901	2715.04	0	0
FBtr0080630	3161	2975.04	78	2.11277
FBtr0344019	4042	3856.04	0	0
FBtr0309281	4433	4247.04	0	0
FBtr0345422	1478	1292.04	269	16.7775
FBtr0086710	1362	1176.04	0	0
FBtr0077351	1210	1024.04	108	8.49881
FBtr0086891	4262	4076.04	365.916	7.23426
FBtr0302161	3910	3724.04	153.084	3.31258
FBtr0086890	4269	4083.04	0	0
FBtr0072185	288	117.933	3475	2374.5
FBtr0076729	5041	4855.04	0	0
FBtr0331353	5452	5266.04	0	0
FBtr0083684	5246	5060.04	544	8.66355
FBtr0342978	2410	2224.04	7	0.253634
FBtr0331155	1733	1547.04	0	0
FBtr0074668	1733	1547.04	0	0
FBtr0330100	4842	4656.04	0	0
FBtr0335411	4863	4677.04	0	0
FBtr0085778	4872	4686.04	0	0
FBtr0335410	4851	4665.04	0	0
FBtr0330101	4863	4677.04	0	0
FBtr0081043	5476	5290.04	218	3.32085
FBtr0081042	5476	5290.04	218	3.32085
FBtr0084954	1013	827.039	0	0
FBtr0086324	1035	849.039	0	0
FBtr0300385	769	583.186	0	0
FBtr0300384	808	622.186	0	0
FBtr0080286	1809	1623.04	13.512	0.670875
FBtr0342581	1532	1346.04	49.4517	2.96056
FBtr0310518	1029	843.039	0	0
FBtr0300643	949	763.039	0	0
FBtr0070423	1681	1495.04	36	1.94044
FBtr0306578	3570	3384.04	1326.8	31.5953
FBtr0302310	1277	1091.04	0	0
FBtr0300894	3027	2841.04	5879.16	166.759
FBtr0072815	1387	1201.04	1284.86	86.2082
FBtr0331461	3411	3225.04	12612.3	315.144
FBtr0072819	1460	1274.04	0	0
FBtr0300893	1109	923.039	0.0136402	0.00119083
FBtr0331462	3378	3192.04	1538.9	38.8501
FBtr0071358	1664	1478.04	100	5.45212
FBtr0084980	759	573.186	0	0
FBtr0085876	4733	4547.04	165.568	2.93425
FBtr0334299	5818	5632.04	260.432	3.72632
FBtr0085875	4243	4057.04	0	0
FBtr0100415	2864	2678.04	0	0
FBtr0100413	2865	2679.04	42.3573	1.27409
FBtr0100420	2894	2708.04	84.1543	2.50422
FBtr0100416	3158	2972.04	365.909	9.92133
FBtr0100419	2921	2735.04	6.89686e-008	2.03207e-009
FBtr0070957	2779	2593.04	0	0
FBtr0345295	2411	2225.04	460.579	16.6808
FBtr0070956	2859	2673.04	0	0
FBtr0100414	2773	2587.04	0	0
FBtr0333672	2026	1840.04	0	0
FBtr0344754	2048	1862.04	449.993	19.4746
FBtr0089186	1688	1502.04	15013	805.448
FBtr0081900	1173	987.039	0	0
FBtr0080952	606	420.818	0	0
FBtr0340237	657	471.336	0	0
FBtr0081569	2802	2616.04	16	0.492864
FBtr0339660	741	555.186	0	0
FBtr0340356	836	650.186	0	0
FBtr0339659	649	463.336	0	0
FBtr0340357	1399	1213.04	0	0
FBtr0339661	1117	931.039	122	10.5595
FBtr0084241	741	555.186	0	0
FBtr0344227	1324	1138.04	0	0
FBtr0332852	1671	1485.04	54	2.93027
FBtr0086750	1553	1367.04	0	0
FBtr0335212	1344	1158.04	0	0
FBtr0082437	1439	1253.04	0	0
FBtr0071979	1384	1198.04	0	0
FBtr0082304	1528	1342.04	244	14.6513
FBtr0334897	7452	7266.04	1113.81	12.3528
FBtr0334896	5991	5805.04	843.09	11.7036
FBtr0344218	2530	2344.04	36.751	1.26344
FBtr0344217	2729	2543.04	127.476	4.0395
FBtr0112583	2495	2309.04	131.87	4.60222
FBtr0087989	1751	1565.04	276	14.2113
FBtr0339595	1796	1610.04	0	0
FBtr0079365	3276	3090.04	10	0.260788
FBtr0081225	1305	1119.04	0	0
FBtr0300674	1789	1603.04	0	0
FBtr0332321	2100	1914.04	0	0
FBtr0300216	694	508.239	0	0
FBtr0344762	633	447.518	0	0
FBtr0085631	1677	1491.04	138.498	7.48521
FBtr0085635	1197	1011.04	0	0
FBtr0332170	1009	823.039	0	0
FBtr0085634	1187	1001.04	12.4217	0.999954
FBtr0085633	1227	1041.04	0	0
FBtr0085632	1135	949.039	6603.59	560.721
FBtr0344763	1526	1340.04	36.7126	2.20774
FBtr0306587	981	795.039	0	0
FBtr0306588	1246	1060.04	117.776	8.95335
FBtr0075186	2778	2592.04	5928	184.297
FBtr0072671	3820	3634.04	502.187	11.1359
FBtr0310555	3766	3580.04	179.82	4.04764
FBtr0072670	3754	3568.04	306.993	6.93346
FBtr0433521	4693	4507.04	63.9497	1.1434
FBtr0347111	4516	4330.04	0.448066	0.00833876
FBtr0302583	5622	5436.04	0	0
FBtr0306630	4838	4652.04	0	0
FBtr0302086	4347	4161.04	527	10.2061
FBtr0302085	5027	4841.04	0	0
FBtr0333889	8444	8258.04	0	0
FBtr0333888	8968	8782.04	0	0
FBtr0306631	4304	4118.04	18	0.352235
FBtr0302584	5159	4973.04	0	0
FBtr0306632	6029	5843.04	0	0
FBtr0076900	2412	2226.04	0	0
FBtr0078517	1557	1371.04	0	0
FBtr0331774	1295	1109.04	0	0
FBtr0100669	1298	1112.04	0	0
FBtr0073512	2235	2049.04	220	8.65214
FBtr0076265	1575	1389.04	698	40.4941
FBtr0089267	1084	898.039	0	0
FBtr0342988	3161	2975.04	266	7.2051
FBtr0071820	2533	2347.04	0	0
FBtr0074655	2115	1929.04	330	13.7855
FBtr0301016	3228	3042.04	0	0
FBtr0301017	3243	3057.04	602	15.8689
FBtr0330302	3243	3057.04	602	15.8689
FBtr0301311	3976	3790.04	209.998	4.465
FBtr0082273	2933	2747.04	0	0
FBtr0302571	4012	3826.04	0.00167078	3.51901e-005
FBtr0301310	4015	3829.04	0.000631168	1.32833e-005
FBtr0073730	1370	1184.04	638	43.4216
FBtr0310646	1830	1644.04	0	0
FBtr0306309	750	564.186	0	0
FBtr0344570	539	354.213	0	0
FBtr0072814	1240	1054.04	110.951	8.48257
FBtr0072813	1107	921.039	119.049	10.4159
FBtr0077030	1231	1045.04	284	21.8996
FBtr0345492	1015	829.039	158.391	15.396
FBtr0087078	884	698.186	865.609	99.9082
FBtr0085105	995	809.039	0	0
FBtr0081078	1643	1457.04	0	0
FBtr0346274	1553	1367.04	0	0
FBtr0073436	1423	1237.04	1131	73.6767
FBtr0083919	1858	1672.04	0	0
FBtr0343143	1534	1348.04	0	0
FBtr0073892	1096	910.039	0	0
FBtr0081972	1525	1339.04	18	1.08325
FBtr0081177	1708	1522.04	542	28.6962
FBtr0079999	2086	1900.04	533	22.6056
FBtr0074307	1594	1408.04	0	0
FBtr0074309	1380	1194.04	0	0
FBtr0074308	1608	1422.04	0	0
FBtr0074306	1406	1220.04	0	0
FBtr0074310	1340	1154.04	118	8.23972
