target_id	length	eff_length	est_counts	tpm
FBtr0081934	2064	1887	634.524	20.5348
FBtr0110941	5141	4964	1244	15.3039
FBtr0300996	1589	1412	0	0
FBtr0080693	730	553.074	481	53.11
FBtr0290134	10901	10724	2551	14.5267
FBtr0113233	663	486.074	0	0
FBtr0070445	1280	1103	0	0
FBtr0307159	1798	1621	549	20.6825
FBtr0336953	1755	1578	0	0
FBtr0082323	1377	1200	0	0
FBtr0089329	1986	1809	3707	125.14
FBtr0085149	1072	895.003	0	0
FBtr0080391	1048	871.003	100	7.01124
FBtr0334761	1814	1637	0	0
FBtr0100125	905	728.003	39	3.27149
FBtr0305263	953	776.003	0	0
FBtr0334762	1121	944.003	0	0
FBtr0080389	1849	1672	0	0
FBtr0080390	1765	1588	0	0
FBtr0081744	1864	1687	3	0.108597
FBtr0085056	1002	825.003	0	0
FBtr0085055	1066	889.003	0	0
FBtr0343829	4010	3833	0	0
FBtr0081080	3783	3606	983	16.6472
FBtr0081701	830	653.074	0	0
FBtr0087952	2048	1871	205	6.69104
FBtr0273406	514	337.398	0	0
FBtr0305913	1650	1473	0	0
FBtr0273320	1409	1232	17	0.842658
FBtr0305958	822	645.074	0	0
FBtr0112367	401	225.732	0	0
FBtr0073208	1072	895.003	28	1.9105
FBtr0074260	997	820.003	0	0
FBtr0070832	957	780.003	0	0
FBtr0113156	1331	1154	0	0
FBtr0076360	596	419.074	68.7123	10.0129
FBtr0083546	1468	1291	0	0
FBtr0081965	1575	1398	1038	45.3423
FBtr0304865	4033	3856	25982.8	411.494
FBtr0304867	4472	4295	17079.2	242.838
FBtr0078662	2088	1911	2591.4	82.8109
FBtr0114518	2144	1967	0	0
FBtr0078664	2368	2191	62.6001	1.7448
FBtr0078661	2289	2112	0	0
FBtr0078663	2209	2032	0	0
FBtr0308064	274	109.504	10	5.5768
FBtr0333547	2505	2328	0	0
FBtr0333546	2211	2034	0	0
FBtr0070027	2221	2044	0	0
FBtr0082315	2659	2482	103.765	2.55308
FBtr0112789	3223	3046	9.23482	0.185145
FBtr0300704	1885	1708	456.269	16.3135
FBtr0113705	2134	1957	0	0
FBtr0344847	1907	1730	0	0
FBtr0300702	1875	1698	145.873	5.24626
FBtr0300703	2196	2019	0	0
FBtr0113704	2144	1967	148.858	4.62149
FBtr0344118	2561	2384	41.5609	1.06461
FBtr0084910	2101	1924	0	0
FBtr0084911	2164	1987	155.847	4.78977
FBtr0300819	2782	2605	0	0
FBtr0300820	2422	2245	0	0
FBtr0084909	2566	2389	1304.59	33.3482
FBtr0084869	1894	1717	0	0
FBtr0089712	3679	3502	892.667	15.5664
FBtr0339820	4100	3923	4270.33	66.4749
FBtr0339819	3461	3284	0	0
FBtr0303415	4077	3900	0	0
FBtr0331996	4411	4234	0	0
FBtr0331997	4647	4470	1071	14.6317
FBtr0301019	4389	4212	0	0
FBtr0100327	2981	2804	10	0.217789
FBtr0343641	3426	3249	0	0
FBtr0071757	4409	4232	0	0
FBtr0308239	4638	4461	4695	64.2713
FBtr0071756	4243	4066	0	0
FBtr0075318	8461	8284	1330.33	9.80696
FBtr0305085	8449	8272	0	0
FBtr0333626	8076	7899	0	0
FBtr0330189	8301	8124	0	0
FBtr0305084	7990	7813	1861.67	14.5512
FBtr0330190	8449	8272	0	0
FBtr0333625	8067	7890	0	0
FBtr0305086	7842	7665	0	0
FBtr0076694	3199	3022	676.329	13.6671
FBtr0091746	1336	1159	0	0
FBtr0306927	4314	4137	0	0
FBtr0334760	727	550.074	0	0
FBtr0100503	403	227.687	0	0
FBtr0077144	1521	1344	4356	197.926
FBtr0306086	1145	968.003	0	0
FBtr0340353	8788	8611	15132.8	107.32
FBtr0340351	9220	9043	420.271	2.83812
FBtr0340350	9002	8825	544.781	3.76982
FBtr0340352	8558	8381	21.5019	0.156673
FBtr0340354	8564	8387	753.268	5.48475
FBtr0340355	7414	7237	235.395	1.98634
FBtr0086536	1596	1419	10817.9	465.56
FBtr0086537	1701	1524	1482.05	59.3872
FBtr0070738	6606	6429	0	0
FBtr0070740	5946	5769	63.0081	0.666976
FBtr0100408	5948	5771	0	0
FBtr0070739	5518	5341	0	0
FBtr0301914	6763	6586	0	0
FBtr0080656	563	386.074	0	0
FBtr0343706	521	344.398	0	0
FBtr0302946	383	208.164	0	0
FBtr0301477	4782	4605	2.16299	0.0286839
FBtr0306350	2503	2326	0	0
FBtr0306351	2221	2044	18.4529	0.551313
FBtr0330046	2653	2476	180.192	4.44425
FBtr0301478	2790	2613	0	0
FBtr0089521	2653	2476	180.192	4.44425
FBtr0300884	4898	4721	24.2986	0.314312
FBtr0300882	4892	4715	5381.99	69.7069
FBtr0300885	4919	4742	4284.19	55.1723
FBtr0300886	5268	5091	2820.52	33.833
FBtr0070272	2139	1962	254	7.90585
FBtr0113469	6298	6121	245	2.44432
FBtr0091533	6079	5902	0	0
FBtr0081048	909	732.003	0	0
FBtr0329926	906	729.003	0	0
FBtr0331279	411	235.501	0	0
FBtr0306048	1223	1046	1	0.0583823
FBtr0345656	5093	4916	0	0
FBtr0110838	6234	6057	68	0.685592
FBtr0333123	1100	923.003	30.7668	2.0356
FBtr0075201	980	803.003	1427.23	108.541
FBtr0308601	1556	1379	0	0
FBtr0346350	2380	2203	0	0
FBtr0333306	1668	1491	537.185	22.0019
FBtr0071465	1150	973.003	2444.09	153.397
FBtr0082368	1909	1732	371	13.081
FBtr0072553	1422	1245	0	0
FBtr0081407	662	485.074	0	0
FBtr0080119	2993	2816	650	14.096
FBtr0332091	7868	7691	595.279	4.72663
FBtr0075562	7222	7045	762.721	6.61148
FBtr0302392	219	67.4654	0	0
FBtr0302971	813	636.074	58	5.56845
FBtr0303249	887	710.074	81.9915	7.05146
FBtr0110947	892	715.074	0.00852804	0.000728303
FBtr0333413	1540	1363	269	12.0523
FBtr0079683	1684	1507	0	0
FBtr0333414	1687	1510	0	0
FBtr0072576	2694	2517	364	8.83145
FBtr0334302	4002	3825	150.456	2.4021
FBtr0082031	3999	3822	419.544	6.70349
FBtr0079550	1502	1325	711	32.7693
FBtr0343384	1440	1263	0	0
FBtr0330045	2512	2335	92	2.40611
FBtr0082987	1415	1238	0	0
FBtr0301428	2661	2484	0	0
FBtr0301429	2872	2695	0	0
FBtr0301431	3360	3183	0	0
FBtr0301430	3149	2972	14	0.287669
FBtr0340558	1229	1052	0	0
FBtr0080177	1082	905.003	0	0
FBtr0343610	5025	4848	0	0
FBtr0343608	4211	4034	88.2036	1.33525
FBtr0343609	4032	3855	894.762	14.1742
FBtr0079957	4223	4046	1.81751	0.0274325
FBtr0303907	4127	3950	1954.22	30.2127
FBtr0303906	4081	3904	6.05703e-005	9.47467e-007
FBtr0303905	4119	3942	0	0
FBtr0088650	2014	1837	286	9.50759
FBtr0273339	1383	1206	224.848	11.3856
FBtr0301167	1029	852.003	23.1521	1.65945
FBtr0347550	3326	3149	1398.03	27.1118
FBtr0078958	1114	937.003	509.675	33.2175
FBtr0075478	694	517.074	0	0
FBtr0078567	882	705.074	0	0
FBtr0071225	1165	988.003	24	1.48343
FBtr0345985	1286	1109	0	0
FBtr0340217	5681	5504	0	0
FBtr0086904	5684	5507	406	4.5022
FBtr0306284	372	197.613	12	3.70835
FBtr0347283	774	597.074	0	0
FBtr0075651	4329	4152	0	0
FBtr0075652	3921	3744	1473	24.026
FBtr0332622	8259	8082	0	0
FBtr0308328	8643	8466	0	0
FBtr0308327	8457	8280	0	0
FBtr0308325	7938	7761	0	0
FBtr0308329	7097	6920	0	0
FBtr0332621	6223	6046	0	0
FBtr0308326	6286	6109	0	0
FBtr0345197	13125	12948	1127.27	5.31665
FBtr0333706	10897	10720	3452.16	19.6658
FBtr0089106	6189	6012	1280.54	13.0074
FBtr0309088	2778	2601	0	0
FBtr0309089	4262	4085	791.062	11.8259
FBtr0076486	2394	2217	596.938	16.4428
FBtr0332592	2813	2636	0	0
FBtr0332591	2322	2145	418.966	11.9279
FBtr0074079	2391	2214	2502.03	69.0127
FBtr0088643	4091	3914	481.319	7.50976
FBtr0088642	4088	3911	1311.21	20.4737
FBtr0345224	4148	3971	75.5646	1.16207
FBtr0339302	4145	3968	202.911	3.12283
FBtr0334821	1627	1450	0	0
FBtr0334822	1744	1567	0	0
FBtr0077938	1511	1334	0	0
FBtr0077936	1454	1277	0	0
FBtr0077937	1565	1388	0	0
FBtr0077939	1628	1451	0	0
FBtr0072121	849	672.074	0	0
FBtr0079601	888	711.074	128	10.9928
FBtr0073141	1708	1531	0	0
FBtr0084278	477	300.616	0	0
FBtr0307312	9817	9640	1211.59	7.67527
FBtr0307309	9968	9791	374.012	2.33277
FBtr0307310	9842	9665	1866.4	11.7928
FBtr0307311	10170	9993	0	0
FBtr0078345	633	456.074	2	0.267799
FBtr0079495	3264	3087	65.2726	1.29124
FBtr0343404	3495	3318	186.727	3.43673
FBtr0083964	564	387.074	7179	1132.62
FBtr0078184	1305	1128	0	0
FBtr0072722	2846	2669	0	0
FBtr0072721	2576	2399	284.671	7.24649
FBtr0331865	2640	2463	423.329	10.4961
FBtr0078208	1344	1167	0	0
FBtr0433512	2455	2278	155.105	4.15801
FBtr0303407	2132	1955	117.546	3.67178
FBtr0078712	1080	903.003	121.24	8.19918
FBtr0081206	1604	1427	75	3.2096
FBtr0113310	1466	1289	0	0
FBtr0339141	1600	1423	11635	499.315
FBtr0303841	1379	1202	0	0
FBtr0088997	1432	1255	1437	69.924
FBtr0085512	862	685.074	0	0
FBtr0080055	1405	1228	8	0.397837
FBtr0301742	279	113.59	0	0
FBtr0331219	2907	2730	0	0
FBtr0331218	9186	9009	0	0
FBtr0331221	8906	8729	10	0.06996
FBtr0331217	2882	2705	0	0
FBtr0331220	9009	8832	2.19484e-006	1.5176e-008
FBtr0290295	2768	2591	0	0
FBtr0331216	9188	9011	0	0
FBtr0331222	763	586.074	0	0
FBtr0301972	783	606.074	0	0
FBtr0075322	4158	3981	1335.74	20.49
FBtr0075323	3177	3000	0	0
FBtr0304018	3523	3346	218.821	3.99372
FBtr0082268	487	310.495	64	12.5875
FBtr0078992	2411	2234	250	6.83393
FBtr0075971	1337	1160	38.9838	2.05229
FBtr0332644	1805	1628	816.532	30.629
FBtr0343726	4924	4747	0	0
FBtr0343727	4695	4518	177.792	2.40314
FBtr0080801	3399	3222	248.208	4.7044
FBtr0085179	1931	1754	87	3.02903
FBtr0334732	1852	1675	0	0
FBtr0084435	712	535.074	0	0
FBtr0333359	8539	8362	0	0
FBtr0347066	8335	8158	0	0
FBtr0072747	8339	8162	14281.8	106.857
FBtr0303993	8076	7899	96.1602	0.743425
FBtr0082776	863	686.074	0	0
FBtr0083698	3561	3384	3420.13	61.7201
FBtr0334522	3913	3736	2189.63	35.7913
FBtr0083699	3740	3563	500.238	8.57383
FBtr0083123	1806	1629	511	19.1564
FBtr0073670	1180	1003	0	0
FBtr0346294	904	727.003	0	0
FBtr0074584	841	664.074	0	0
FBtr0084203	1178	1001	0	0
FBtr0075503	431	255.081	10	2.39406
FBtr0071940	3781	3604	210	3.55835
FBtr0071878	678	501.074	682	83.1183
FBtr0074217	1666	1489	489.26	20.0659
FBtr0334992	1631	1454	1055.3	44.3225
FBtr0334991	1534	1357	397.441	17.8857
FBtr0334990	1621	1444	0	0
FBtr0334641	7845	7668	0	0
FBtr0334640	7572	7395	338.607	2.79622
FBtr0112788	7572	7395	659.393	5.44528
FBtr0300945	5982	5805	879.319	9.25035
FBtr0088089	5273	5096	0	0
FBtr0306029	5832	5655	560.681	6.05477
FBtr0300299	542	365.15	0	0
FBtr0303283	663	486.074	0	0
FBtr0082690	968	791.003	0	0
FBtr0075544	1414	1237	69	3.40638
FBtr0084225	2337	2160	0	0
FBtr0084554	1241	1064	364	20.8917
FBtr0088251	1100	923.003	277	18.327
FBtr0075348	623	446.074	0	0
FBtr0307592	1036	859.003	0	0
FBtr0307591	716	539.074	0	0
FBtr0307593	1134	957.003	0	0
FBtr0088981	1711	1534	731.516	29.1214
FBtr0082830	999	822.003	211	15.6756
FBtr0073752	1359	1182	154	7.9564
FBtr0073172	1075	898.003	0	0
FBtr0083484	1060	883.003	289	19.9871
FBtr0334920	644	467.074	287.622	37.6054
FBtr0343101	702	525.074	235.378	27.3753
FBtr0073534	1246	1069	0	0
FBtr0073532	1076	899.003	14.3815	0.976915
FBtr0073533	1155	978.003	654.619	40.8755
FBtr0081554	1426	1249	16	0.782296
FBtr0333730	597	420.074	207.966	30.2329
FBtr0070405	653	476.074	221.034	28.353
FBtr0088310	2481	2304	207	5.48658
FBtr0085561	2042	1865	0	0
FBtr0310420	1884	1707	607	21.7154
FBtr0309175	598	421.074	0	0
FBtr0074130	2575	2398	519	13.217
FBtr0071834	2099	1922	460	14.6157
FBtr0089479	2771	2594	0	0
FBtr0089478	2863	2686	0	0
FBtr0331561	2723	2546	37	0.887477
FBtr0300082	7593	7416	7476.78	61.5685
FBtr0300080	4495	4318	0	0
FBtr0300083	6021	5844	0	0
FBtr0300081	3290	3113	0	0
FBtr0300084	4316	4139	23.2453	0.342968
FBtr0074830	1113	936.003	286.529	18.6942
FBtr0301126	1230	1053	12.9255	0.749605
FBtr0332771	1073	896.003	20.6328	1.40625
FBtr0300813	1005	828.003	938.925	69.249
FBtr0343719	1549	1372	0	0
FBtr0080785	988	811.003	0	0
FBtr0089578	2912	2735	101	2.25516
FBtr0078995	1986	1809	619	20.8961
FBtr0091534	674	497.074	0	0
FBtr0345289	667	490.074	0	0
FBtr0077524	755	578.074	0	0
FBtr0332508	1053	876.003	16	1.1154
FBtr0080508	1293	1116	0	0
FBtr0079127	836	659.074	18	1.66783
FBtr0077829	3910	3733	515	8.42487
FBtr0081218	2474	2297	164	4.3601
FBtr0300822	2553	2376	0	0
FBtr0081217	2565	2388	0	0
FBtr0081216	2549	2372	0	0
FBtr0082566	1767	1590	0	0
FBtr0334867	2747	2570	0	0
FBtr0085397	2589	2412	0	0
FBtr0082869	1981	1804	2474	83.7485
FBtr0345145	2255	2078	0	0
FBtr0302335	2165	1988	0.999992	0.0307181
FBtr0345144	2183	2006	7.65047e-006	2.32901e-007
FBtr0074635	1850	1673	1442	52.636
FBtr0071317	2438	2261	0	0
FBtr0346166	2970	2793	219	4.78836
FBtr0345302	2504	2327	0	0
FBtr0077098	1123	946.003	1300	83.92
FBtr0075659	1433	1256	0	0
FBtr0310278	1388	1211	50	2.52139
FBtr0112539	371	196.672	0	0
FBtr0303268	3265	3088	0	0
FBtr0082565	411	235.501	0	0
FBtr0344018	2901	2724	17.3665	0.38933
FBtr0080630	3161	2984	26.2876	0.53798
FBtr0344019	4042	3865	0	0
FBtr0309281	4433	4256	3.34591	0.0480095
FBtr0345422	1478	1301	179.449	8.42318
FBtr0086710	1362	1185	127.551	6.57325
FBtr0077351	1210	1033	177.432	10.4892
FBtr0086891	4262	4085	549.905	8.22071
FBtr0302161	3910	3733	129.156	2.11286
FBtr0086890	4269	4092	225.939	3.37186
FBtr0072185	288	121.098	7243	3652.55
FBtr0076729	5041	4864	9	0.112996
FBtr0331353	5452	5275	0	0
FBtr0083684	5246	5069	871	10.4932
FBtr0342978	2410	2233	2	0.0546959
FBtr0331155	1733	1556	0	0
FBtr0074668	1733	1556	0	0
FBtr0330100	4842	4665	0	0
FBtr0335411	4863	4686	0	0
FBtr0085778	4872	4695	0	0
FBtr0335410	4851	4674	0	0
FBtr0330101	4863	4686	0	0
FBtr0081043	5476	5299	191	2.20117
FBtr0081042	5476	5299	191	2.20117
FBtr0084954	1013	836.003	0	0
FBtr0086324	1035	858.003	0	0
FBtr0300385	769	592.074	0	0
FBtr0300384	808	631.074	0	0
FBtr0080286	1809	1632	119.247	4.46213
FBtr0342581	1532	1355	12.6346	0.569424
FBtr0310518	1029	852.003	0	0
FBtr0300643	949	772.003	0	0
FBtr0070423	1681	1504	55	2.2332
FBtr0306578	3570	3393	2469.95	44.4548
FBtr0302310	1277	1100	0	0
FBtr0300894	3027	2850	9486.56	203.272
FBtr0072815	1387	1210	1031.02	52.035
FBtr0331461	3411	3234	28458.6	537.387
FBtr0072819	1460	1283	0	0
FBtr0300893	1109	932.003	0	0
FBtr0331462	3378	3201	2217.89	42.3125
FBtr0071358	1664	1487	161	6.61193
FBtr0084980	759	582.074	0	0
FBtr0085876	4733	4556	35.7644	0.479382
FBtr0334299	5818	5641	699.296	7.5704
FBtr0085875	4243	4066	177.94	2.67251
FBtr0100415	2864	2687	29.7673	0.676529
FBtr0100413	2865	2688	0	0
FBtr0100420	2894	2717	0	0
FBtr0100416	3158	2981	335.94	6.88198
FBtr0100419	2921	2744	0	0
FBtr0070957	2779	2602	0	0
FBtr0345295	2411	2234	1608.67	43.9741
FBtr0070956	2859	2682	0	0
FBtr0100414	2773	2596	0	0
FBtr0333672	2026	1849	80.1816	2.6482
FBtr0344754	2048	1871	665.245	21.7131
FBtr0089186	1688	1511	28333.6	1145.12
FBtr0081900	1173	996.003	7	0.429192
FBtr0080952	606	429.074	0	0
FBtr0340237	657	480.074	0	0
FBtr0081569	2802	2625	233	5.42051
FBtr0339660	741	564.074	0	0
FBtr0340356	836	659.074	0	0
FBtr0339659	649	472.074	0	0
FBtr0340357	1399	1222	0	0
FBtr0339661	1117	940.003	72	4.67754
FBtr0084241	741	564.074	0	0
FBtr0344227	1324	1147	0	0
FBtr0332852	1671	1494	0	0
FBtr0086750	1553	1376	0	0
FBtr0335212	1344	1167	0	0
FBtr0082437	1439	1262	0	0
FBtr0071979	1384	1207	0	0
FBtr0082304	1528	1351	743	33.5851
FBtr0334897	7452	7275	1111.34	9.32889
FBtr0334896	5991	5814	2568.13	26.9746
FBtr0344218	2530	2353	9.57166	0.248416
FBtr0344217	2729	2552	258.509	6.18598
FBtr0112583	2495	2318	41.4475	1.09194
FBtr0087989	1751	1574	714	27.7017
FBtr0339595	1796	1619	0	0
FBtr0079365	3276	3099	25	0.492643
FBtr0081225	1305	1128	0	0
FBtr0300674	1789	1612	0	0
FBtr0332321	2100	1923	1	0.0317566
FBtr0300216	694	517.074	0	0
FBtr0344762	633	456.074	0	0
FBtr0085631	1677	1500	123.746	5.03793
FBtr0085635	1197	1020	105.71	6.32893
FBtr0332170	1009	832.003	0	0
FBtr0085634	1187	1010	74.7088	4.51714
FBtr0085633	1227	1050	0	0
FBtr0085632	1135	958.003	12986.9	827.852
FBtr0344763	1526	1349	24.9528	1.12959
FBtr0306587	981	804.003	0	0
FBtr0306588	1246	1069	0	0
FBtr0075186	2778	2601	13248	311.045
FBtr0072671	3820	3643	1091.71	18.3005
FBtr0310555	3766	3589	1031.29	17.5477
FBtr0072670	3754	3577	0	0
FBtr0433521	4693	4516	0.245955	0.00332595
FBtr0347111	4516	4339	651.017	9.16255
FBtr0302583	5622	5445	16	0.179447
FBtr0306630	4838	4661	0	0
FBtr0302086	4347	4170	935	13.6927
FBtr0302085	5027	4850	0	0
FBtr0333889	8444	8267	0	0
FBtr0333888	8968	8791	6	0.0416799
FBtr0306631	4304	4127	0	0
FBtr0302584	5159	4982	0	0
FBtr0306632	6029	5852	0	0
FBtr0076900	2412	2235	0	0
FBtr0078517	1557	1380	0	0
FBtr0331774	1295	1118	0	0
FBtr0100669	1298	1121	0	0
FBtr0073512	2235	2058	431	12.7893
FBtr0076265	1575	1398	514	22.4527
FBtr0089267	1084	907.003	0	0
FBtr0342988	3161	2984	561	11.481
FBtr0071820	2533	2356	0	0
FBtr0074655	2115	1938	540	17.0159
FBtr0301016	3228	3051	87.0476	1.74232
FBtr0301017	3243	3066	692.976	13.8026
FBtr0330302	3243	3066	692.976	13.8026
FBtr0301311	3976	3799	146	2.34692
FBtr0082273	2933	2756	42.5165	0.94209
FBtr0302571	4012	3835	61.8706	0.985219
FBtr0301310	4015	3838	198.831	3.16368
FBtr0073730	1370	1193	760.913	38.95
FBtr0310646	1830	1653	24.0871	0.889868
FBtr0306309	750	573.074	0	0
FBtr0344570	539	362.223	0	0
FBtr0072814	1240	1063	108.921	6.25739
FBtr0072813	1107	930.003	625.079	41.0454
FBtr0077030	1231	1054	381	22.0748
FBtr0345492	1015	838.003	460.834	33.5825
FBtr0087078	884	707.074	1142.17	98.6458
FBtr0085105	995	818.003	0	0
FBtr0081078	1643	1466	0	0
FBtr0346274	1553	1376	52.9232	2.34877
FBtr0073436	1423	1246	1825.08	89.4492
FBtr0083919	1858	1681	99	3.59651
FBtr0343143	1534	1357	0	0
FBtr0073892	1096	919.003	0	0
FBtr0081972	1525	1348	16	0.724842
FBtr0081177	1708	1531	684	27.2831
FBtr0079999	2086	1909	719	23.0005
FBtr0074307	1594	1417	0	0
FBtr0074309	1380	1203	0	0
FBtr0074308	1608	1431	68.4193	2.9198
FBtr0074306	1406	1229	7.90939	0.393011
FBtr0074310	1340	1163	42.6713	2.24062
FBtr0082115	1652	1475	175	7.24535
FBtr0073242	1253	1076	535	30.3637
FBtr0083442	3081	2904	0	0
FBtr0073435	2328	2151	1.77031	0.0502601
FBtr0073434	2357	2180	4386.23	122.871
FBtr0332335	1935	1758	20.3389	0.706516
FBtr0079336	3135	2958	1112.66	22.9709
FBtr0079337	2238	2061	0	0
FBtr0300071	1337	1160	0	0
FBtr0086602	2935	2758	6	0.132853
FBtr0334152	846	669.074	0	0
FBtr0452147	8459	8282	98.4797	0.726149
FBtr0452146	8363	8186	4824.7	35.9925
FBtr0307209	8372	8195	2096.94	15.6262
FBtr0307210	5820	5643	115.013	1.24466
FBtr0307208	8390	8213	1.00307e-008	7.45835e-011
FBtr0346798	8285	8108	0.00097125	7.31529e-006
FBtr0330400	8459	8282	1997.79	14.7309
FBtr0452148	6000	5823	0.274014	0.00287369
FBtr0307207	8252	8075	4.76355e-005	3.60249e-007
FBtr0330401	8285	8108	0.00097125	7.31529e-006
FBtr0073612	4075	3898	0	0
FBtr0088909	8512	8335	2289	16.7708
FBtr0336996	7819	7642	0	0
FBtr0074992	2948	2771	0	0
FBtr0299673	1827	1650	0	0
FBtr0078023	871	694.074	20	1.7597
FBtr0301740	371	196.672	0	0
FBtr0301741	613	436.074	0	0
FBtr0089545	1202	1025	0	0
FBtr0330086	1787	1610	0	0
FBtr0077027	1787	1610	0	0
FBtr0076007	3133	2956	396.537	8.19206
FBtr0333356	3051	2874	5307.46	112.775
