target_id	length	eff_length	est_counts	tpm
FBtr0344291	631	487.148	768.368	161.971
FBtr0083632	970	825.853	85.8352	10.6731
FBtr0304675	3624	3479.85	120.635	3.55993
FBtr0076343	4274	4129.85	114.365	2.84373
FBtr0332249	2849	2704.85	0	0
FBtr0076210	1891	1746.85	297	17.4594
FBtr0333497	2167	2022.85	0	0
FBtr0333500	2649	2504.85	107.196	4.39468
FBtr0333494	2593	2448.85	0	0
FBtr0333507	2913	2768.85	0	0
FBtr0333496	2039	1894.85	0	0
FBtr0333504	2886	2741.85	143.788	5.38527
FBtr0333509	5560	5415.85	0	0
FBtr0345690	7304	7159.85	0	0
FBtr0333506	1695	1550.85	10.6828	0.707365
FBtr0333502	4814	4669.85	0	0
FBtr0333495	4814	4669.85	0	0
FBtr0333508	3014	2869.85	0	0
FBtr0333503	3380	3235.85	0	0
FBtr0347552	5074	4929.85	1063.36	22.1501
FBtr0333505	3620	3475.85	208.939	6.17287
FBtr0333499	2188	2043.85	0	0
FBtr0333498	2268	2123.85	0	0
FBtr0333501	7545	7400.85	2.05495e-008	2.85134e-010
FBtr0333493	5029	4884.85	102.997	2.16523
FBtr0345689	7646	7501.85	536.037	7.33764
FBtr0087085	896	751.853	0	0
FBtr0081328	2231	2086.85	0	0
FBtr0081329	2105	1960.85	0	0
FBtr0081330	2163	2018.85	0	0
FBtr0306234	2310	2165.85	0	0
FBtr0071903	4682	4537.85	56	1.26726
FBtr0306684	5786	5641.85	1.5699e-006	2.85745e-008
FBtr0302596	5705	5560.85	105	1.939
FBtr0307272	1406	1261.85	736	59.8961
FBtr0071072	1129	984.853	0	0
FBtr0072906	1300	1155.85	4994.14	443.698
FBtr0072908	1414	1269.85	153.86	12.4424
FBtr0072907	1574	1429.85	0	0
FBtr0072905	1698	1553.85	0	0
FBtr0346727	1248	1103.85	0	0
FBtr0089546	1998	1853.85	0	0
FBtr0089641	4635	4490.85	0	0
FBtr0343159	4518	4373.85	252.956	5.93897
FBtr0343160	7965	7820.85	1490.42	19.5697
FBtr0308688	3668	3523.85	295.456	8.61003
FBtr0070794	3341	3196.85	0	0
FBtr0070795	4509	4364.85	600.578	14.1296
FBtr0308689	3179	3034.85	770.895	26.0848
FBtr0081243	1196	1051.85	86	8.39602
FBtr0331324	1357	1212.85	0	0
FBtr0074002	2975	2830.85	393	14.2562
FBtr0074001	3696	3551.85	0	0
FBtr0340433	3171	3026.85	0	0
FBtr0070065	2110	1965.85	891.399	46.5641
FBtr0070064	2054	1909.85	0	0
FBtr0084008	1816	1671.85	51	3.13258
FBtr0082924	1843	1698.85	40	2.41788
FBtr0084758	807	662.853	600	92.9531
FBtr0307295	5425	5280.85	0	0
FBtr0307292	5251	5106.85	0	0
FBtr0307294	6324	6179.85	60234	1000.91
FBtr0307293	5425	5280.85	1193.68	23.2121
FBtr0307291	6331	6186.85	13872.3	230.255
FBtr0070109	5422	5277.85	0	0
FBtr0075346	3145	3000.85	150.327	5.14424
FBtr0333610	2227	2082.85	0	0
FBtr0344183	5389	5244.85	623.114	12.2001
FBtr0344177	3982	3837.85	60.5196	1.61934
FBtr0344180	3939	3794.85	2.93519	0.0794276
FBtr0344176	2855	2710.85	863.798	32.7217
FBtr0344184	4895	4750.85	13.202	0.285363
FBtr0344178	5393	5248.85	2437.91	47.6961
FBtr0344182	5562	5417.85	0	0
FBtr0344181	3939	3794.85	2.93519	0.0794276
FBtr0344179	4331	4186.85	164.59	4.03687
FBtr0333909	1095	950.853	0	0
FBtr0076548	1113	968.853	0	0
FBtr0299561	856	711.853	0	0
FBtr0299560	845	700.853	0	0
FBtr0331686	579	435.148	0	0
FBtr0083328	569	425.148	0	0
FBtr0331685	518	374.148	16	4.39143
FBtr0334332	2186	2041.85	0	0
FBtr0081934	2064	1919.85	441	23.5885
FBtr0110941	5141	4996.85	430	8.83694
FBtr0300996	1589	1444.85	0	0
FBtr0080693	730	585.979	170	29.7918
FBtr0290134	10901	10756.9	1826	17.4319
FBtr0113233	663	519.148	0	0
FBtr0070445	1280	1135.85	0	0
FBtr0307159	1798	1653.85	194	12.0458
FBtr0336953	1755	1610.85	0	0
FBtr0082323	1377	1232.85	9	0.749654
FBtr0089329	1986	1841.85	1043	58.1513
FBtr0085149	1072	927.853	17	1.88148
FBtr0080391	1048	903.853	51	5.79432
FBtr0334761	1814	1669.85	0	0
FBtr0100125	905	760.853	0	0
FBtr0305263	953	808.853	0	0
FBtr0334762	1121	976.853	0	0
FBtr0080389	1849	1704.85	0	0
FBtr0080390	1765	1620.85	0	0
FBtr0081744	1864	1719.85	0	0
FBtr0085056	1002	857.853	0	0
FBtr0085055	1066	921.853	0	0
FBtr0343829	4010	3865.85	0	0
FBtr0081080	3783	3638.85	560	15.8035
FBtr0081701	830	685.853	0	0
FBtr0087952	2048	1903.85	71	3.82961
FBtr0273406	514	370.148	0	0
FBtr0305913	1650	1505.85	0	0
FBtr0273320	1409	1264.85	0	0
FBtr0305958	822	677.853	0	0
FBtr0112367	401	257.148	0	0
FBtr0073208	1072	927.853	27	2.98823
FBtr0074260	997	852.853	0	0
FBtr0070832	957	812.853	0	0
FBtr0113156	1331	1186.85	0	0
FBtr0076360	596	452.148	39	8.85754
FBtr0083546	1468	1323.85	0	0
FBtr0081965	1575	1430.85	453	32.5112
FBtr0304865	4033	3888.85	19047.5	502.976
FBtr0304867	4472	4327.85	11230.5	266.474
FBtr0078662	2088	1943.85	743.481	39.2768
FBtr0114518	2144	1999.85	0	0
FBtr0078664	2368	2223.85	71.481	3.30076
FBtr0078661	2289	2144.85	96.0382	4.59808
FBtr0078663	2209	2064.85	0	0
FBtr0308064	274	131.445	0	0
FBtr0333547	2505	2360.85	0	0
FBtr0333546	2211	2066.85	0	0
FBtr0070027	2221	2076.85	0	0
FBtr0082315	2659	2514.85	75	3.06252
FBtr0112789	3223	3078.85	0	0
FBtr0300704	1885	1740.85	395	23.3005
FBtr0113705	2134	1989.85	0	0
FBtr0344847	1907	1762.85	0	0
FBtr0300702	1875	1730.85	0	0
FBtr0300703	2196	2051.85	0	0
FBtr0113704	2144	1999.85	0	0
FBtr0344118	2561	2416.85	0	0
FBtr0084910	2101	1956.85	0	0
FBtr0084911	2164	2019.85	225.211	11.4498
FBtr0300819	2782	2637.85	0	0
FBtr0300820	2422	2277.85	0	0
FBtr0084909	2566	2421.85	439.789	18.6478
FBtr0084869	1894	1749.85	0	0
FBtr0089712	3679	3534.85	0	0
FBtr0339820	4100	3955.85	2488.34	64.595
FBtr0339819	3461	3316.85	267.662	8.28686
FBtr0303415	4077	3932.85	0	0
FBtr0331996	4411	4266.85	77.5672	1.86681
FBtr0331997	4647	4502.85	980.433	22.3594
FBtr0301019	4389	4244.85	0	0
FBtr0100327	2981	2836.85	0	0
FBtr0343641	3426	3281.85	0	0
FBtr0071757	4409	4264.85	0	0
FBtr0308239	4638	4493.85	1983	45.3141
FBtr0071756	4243	4098.85	0	0
FBtr0075318	8461	8316.85	526.812	6.50468
FBtr0305085	8449	8304.85	0	0
FBtr0333626	8076	7931.85	0	0
FBtr0330189	8301	8156.85	0	0
FBtr0305084	7990	7845.85	1862.58	24.3784
FBtr0330190	8449	8304.85	0	0
FBtr0333625	8067	7922.85	83.6091	1.08368
FBtr0305086	7842	7697.85	0	0
FBtr0076694	3199	3054.85	319.824	10.751
FBtr0091746	1336	1191.85	0	0
FBtr0306927	4314	4169.85	0	0
FBtr0334760	727	582.979	0	0
FBtr0100503	403	259.148	0	0
FBtr0077144	1521	1376.85	2985	222.631
FBtr0306086	1145	1000.85	0	0
FBtr0340353	8788	8643.85	9534.82	113.275
FBtr0340351	9220	9075.85	0	0
FBtr0340350	9002	8857.85	486.77	5.64319
FBtr0340352	8558	8413.85	0	0
FBtr0340354	8564	8419.85	118.003	1.43919
FBtr0340355	7414	7269.85	63.4117	0.895723
FBtr0086536	1596	1451.85	5221.74	369.336
FBtr0086537	1701	1556.85	1454.26	95.9236
FBtr0070738	6606	6461.85	0	0
FBtr0070740	5946	5801.85	0	0
FBtr0100408	5948	5803.85	0	0
FBtr0070739	5518	5373.85	56	1.07012
FBtr0301914	6763	6618.85	0	0
FBtr0080656	563	419.148	0	0
FBtr0343706	521	377.148	0	0
FBtr0302946	383	239.174	0	0
FBtr0301477	4782	4637.85	0	0
FBtr0306350	2503	2358.85	0	0
FBtr0306351	2221	2076.85	15.5979	0.771242
FBtr0330046	2653	2508.85	92.701	3.79437
FBtr0301478	2790	2645.85	0	0
FBtr0089521	2653	2508.85	92.701	3.79437
FBtr0300884	4898	4753.85	499.538	10.7908
FBtr0300882	4892	4747.85	2409.79	52.1209
FBtr0300885	4919	4774.85	509.002	10.9469
FBtr0300886	5268	5123.85	2360.67	47.3117
FBtr0070272	2139	1994.85	440	22.6502
FBtr0113469	6298	6153.85	0	0
FBtr0091533	6079	5934.85	106	1.83411
FBtr0081048	909	764.853	0	0
FBtr0329926	906	761.853	0	0
FBtr0331279	411	267.148	0	0
FBtr0306048	1223	1078.85	0	0
FBtr0345656	5093	4948.85	0	0
FBtr0110838	6234	6089.85	1	0.0168625
FBtr0333123	1100	955.853	0	0
FBtr0075201	980	835.853	353	43.3685
FBtr0308601	1556	1411.85	0	0
FBtr0346350	2380	2235.85	0	0
FBtr0333306	1668	1523.85	3.16681e-008	2.13407e-009
FBtr0071465	1150	1005.85	1621.35	165.528
FBtr0082368	1909	1764.85	308	17.9214
FBtr0072553	1422	1277.85	0	0
FBtr0081407	662	518.148	0	0
FBtr0080119	2993	2848.85	340	12.2557
FBtr0332091	7868	7723.85	358.693	4.7689
FBtr0075562	7222	7077.85	752.307	10.915
FBtr0302392	219	80.1299	0	0
FBtr0302971	813	668.853	156	23.951
FBtr0303249	887	742.853	14.9965	2.07308
FBtr0110947	892	747.853	0.00351515	0.000482678
FBtr0333413	1540	1395.85	58	4.26696
FBtr0079683	1684	1539.85	0	0
FBtr0333414	1687	1542.85	0	0
FBtr0072576	2694	2549.85	149	6.00069
FBtr0334302	4002	3857.85	83.3305	2.21814
FBtr0082031	3999	3854.85	219.67	5.85183
FBtr0079550	1502	1357.85	516	39.0236
FBtr0343384	1440	1295.85	0	0
FBtr0330045	2512	2367.85	116	5.03075
FBtr0082987	1415	1270.85	0	0
FBtr0301428	2661	2516.85	47	1.91765
FBtr0301429	2872	2727.85	0	0
FBtr0301431	3360	3215.85	0	0
FBtr0301430	3149	3004.85	0	0
FBtr0340558	1229	1084.85	0	0
FBtr0080177	1082	937.853	0	0
FBtr0343610	5025	4880.85	0	0
FBtr0343608	4211	4066.85	0	0
FBtr0343609	4032	3887.85	2.88488e-008	7.61988e-010
FBtr0079957	4223	4078.85	25.6659	0.646172
FBtr0303907	4127	3982.85	1202.54	31.0053
FBtr0303906	4081	3936.85	0.793587	0.0207002
FBtr0303905	4119	3974.85	5.02852e-006	1.29912e-007
FBtr0088650	2014	1869.85	87	4.77795
FBtr0273339	1383	1238.85	78	6.46554
FBtr0301167	1029	884.853	0	0
FBtr0347550	3326	3181.85	1111.92	35.8859
FBtr0078958	1114	969.853	95.0776	10.0671
FBtr0075478	694	550.148	0	0
FBtr0078567	882	737.853	0	0
FBtr0071225	1165	1020.85	109	10.9646
FBtr0345985	1286	1141.85	0	0
FBtr0340217	5681	5536.85	136.497	2.53157
FBtr0086904	5684	5539.85	69.5031	1.28836
FBtr0306284	372	228.196	0	0
FBtr0347283	774	629.916	0	0
FBtr0075651	4329	4184.85	0	0
FBtr0075652	3921	3776.85	1012	27.5157
FBtr0332622	8259	8114.85	0	0
FBtr0308328	8643	8498.85	0	0
FBtr0308327	8457	8312.85	0	0
FBtr0308325	7938	7793.85	0	0
FBtr0308329	7097	6952.85	0	0
FBtr0332621	6223	6078.85	0	0
FBtr0308326	6286	6141.85	0	0
FBtr0345197	13125	12980.9	557.184	4.40783
FBtr0333706	10897	10752.9	2265.49	21.6356
FBtr0089106	6189	6044.85	2665.96	45.2895
FBtr0309088	2778	2633.85	0	0
FBtr0309089	4262	4117.85	544.516	13.5791
FBtr0076486	2394	2249.85	695.484	31.7441
FBtr0332592	2813	2668.85	0	0
FBtr0332591	2322	2177.85	1237.62	58.3565
FBtr0074079	2391	2246.85	195.379	8.9296
FBtr0088643	4091	3946.85	280.052	7.28646
FBtr0088642	4088	3943.85	722.283	18.8069
FBtr0345224	4148	4003.85	4.87731e-006	1.25093e-007
FBtr0339302	4145	4000.85	1.24105e-005	3.18543e-007
FBtr0334821	1627	1482.85	0	0
FBtr0334822	1744	1599.85	0	0
FBtr0077938	1511	1366.85	0	0
FBtr0077936	1454	1309.85	0	0
FBtr0077937	1565	1420.85	0	0
FBtr0077939	1628	1483.85	0	0
FBtr0072121	849	704.853	0	0
FBtr0079601	888	743.853	45	6.21234
FBtr0073141	1708	1563.85	0	0
FBtr0084278	477	333.148	0	0
FBtr0307312	9817	9672.85	2858	30.3415
FBtr0307309	9968	9823.85	1.18546e-005	1.23918e-007
FBtr0307310	9842	9697.85	0.00206447	2.18606e-005
FBtr0307311	10170	10025.9	0	0
FBtr0078345	633	489.148	0	0
FBtr0079495	3264	3119.85	35	1.15203
FBtr0343404	3495	3350.85	0	0
FBtr0083964	564	420.148	7380	1803.78
FBtr0078184	1305	1160.85	0	0
FBtr0072722	2846	2701.85	0	0
FBtr0072721	2576	2431.85	231	9.75449
FBtr0331865	2640	2495.85	0	0
FBtr0078208	1344	1199.85	0	0
FBtr0433512	2455	2310.85	5.20914	0.231486
FBtr0303407	2132	1987.85	301.488	15.5746
FBtr0078712	1080	935.853	15	1.64594
FBtr0081206	1604	1459.85	10	0.70343
FBtr0113310	1466	1321.85	0	0
FBtr0339141	1600	1455.85	3685	259.926
FBtr0303841	1379	1234.85	0	0
FBtr0088997	1432	1287.85	855	68.1757
FBtr0085512	862	717.853	0	0
FBtr0080055	1405	1260.85	0	0
FBtr0301742	279	136.311	0	0
FBtr0331219	2907	2762.85	0	0
FBtr0331218	9186	9041.85	0	0
FBtr0331221	8906	8761.85	35.6869	0.418257
FBtr0331217	2882	2737.85	0	0
FBtr0331220	9009	8864.85	1.69177e-005	1.95975e-007
FBtr0290295	2768	2623.85	45.3131	1.77343
FBtr0331216	9188	9043.85	0	0
FBtr0331222	763	618.979	0	0
FBtr0301972	783	638.853	0	0
FBtr0075322	4158	4013.85	683.871	17.4962
FBtr0075323	3177	3032.85	0	0
FBtr0304018	3523	3378.85	323.802	9.84102
FBtr0082268	487	343.148	3	0.897778
FBtr0078992	2411	2266.85	72	3.26166
FBtr0075971	1337	1192.85	0	0
FBtr0332644	1805	1660.85	494.813	30.5942
FBtr0343726	4924	4779.85	0	0
FBtr0343727	4695	4550.85	112.367	2.53557
FBtr0080801	3399	3254.85	34.6333	1.09268
FBtr0085179	1931	1786.85	0	0
FBtr0334732	1852	1707.85	26	1.56334
FBtr0084435	712	568.036	0	0
FBtr0333359	8539	8394.85	0	0
FBtr0347066	8335	8190.85	0	0
FBtr0072747	8339	8194.85	8145.32	102.07
FBtr0303993	8076	7931.85	105.057	1.36013
FBtr0082776	863	718.853	0	0
FBtr0083698	3561	3416.85	0.018632	0.000559968
FBtr0334522	3913	3768.85	2285.11	62.2626
FBtr0083699	3740	3595.85	740.874	21.1579
FBtr0083123	1806	1661.85	372	22.9869
FBtr0073670	1180	1035.85	0	0
FBtr0346294	904	759.853	0	0
FBtr0074584	841	696.853	0	0
FBtr0084203	1178	1033.85	0	0
FBtr0075503	431	287.148	46	16.4506
FBtr0071940	3781	3636.85	187.079	5.28238
FBtr0071878	678	534.148	291	55.9449
FBtr0074217	1666	1521.85	218.444	14.74
FBtr0334992	1631	1486.85	23.1247	1.59712
FBtr0334991	1534	1389.85	122.431	9.04594
FBtr0334990	1621	1476.85	0	0
FBtr0334641	7845	7700.85	0	0
FBtr0334640	7572	7427.85	109	1.50693
FBtr0112788	7572	7427.85	109	1.50693
FBtr0300945	5982	5837.85	477.811	8.40491
FBtr0088089	5273	5128.85	0	0
FBtr0306029	5832	5687.85	572.189	10.3305
FBtr0300299	542	398.148	0	0
FBtr0303283	663	519.148	0	0
FBtr0082690	968	823.853	0	0
FBtr0075544	1414	1269.85	0	0
FBtr0084225	2337	2192.85	0	0
FBtr0084554	1241	1096.85	414	38.7598
FBtr0088251	1100	955.853	131	14.0738
FBtr0075348	623	479.148	0	0
FBtr0307592	1036	891.853	0	0
FBtr0307591	716	571.979	0	0
FBtr0307593	1134	989.853	0	0
FBtr0088981	1711	1566.85	209	13.6977
FBtr0082830	999	854.853	231	27.7492
FBtr0073752	1359	1214.85	47	3.97287
FBtr0073172	1075	930.853	0	0
FBtr0083484	1060	915.853	155	17.3794
FBtr0334920	644	500.148	138.693	28.4765
FBtr0343101	702	558.148	375.307	69.0504
FBtr0073534	1246	1101.85	0	0
FBtr0073532	1076	931.853	144	15.8688
FBtr0073533	1155	1010.85	0	0
FBtr0081554	1426	1281.85	0	0
FBtr0333730	597	453.148	71.2419	16.1445
FBtr0070405	653	509.148	272.758	55.0127
FBtr0088310	2481	2336.85	47	2.06536
FBtr0085561	2042	1897.85	72.0704	3.89964
FBtr0310420	1884	1739.85	508.93	30.0383
FBtr0309175	598	454.148	0	0
FBtr0074130	2575	2430.85	243	10.2654
FBtr0071834	2099	1954.85	257	13.5005
FBtr0089479	2771	2626.85	0	0
FBtr0089478	2863	2718.85	0	0
FBtr0331561	2723	2578.85	54	2.15029
FBtr0300082	7593	7448.85	6803.61	93.795
FBtr0300080	4495	4350.85	0	0
FBtr0300083	6021	5876.85	0	0
FBtr0300081	3290	3145.85	0	0
FBtr0300084	4316	4171.85	0	0
FBtr0074830	1113	968.853	403.689	42.7877
FBtr0301126	1230	1085.85	0	0
FBtr0332771	1073	928.853	40.9788	4.53046
FBtr0300813	1005	860.853	788.332	94.0395
FBtr0343719	1549	1404.85	0	0
FBtr0080785	988	843.853	0	0
FBtr0089578	2912	2767.85	41	1.52115
FBtr0078995	1986	1841.85	295	16.4474
FBtr0091534	674	530.148	0	0
FBtr0345289	667	523.148	0	0
FBtr0077524	755	610.979	0	0
FBtr0332508	1053	908.853	0	0
FBtr0080508	1293	1148.85	0	0
FBtr0079127	836	691.853	24	3.56227
FBtr0077829	3910	3765.85	295	8.0443
FBtr0081218	2474	2329.85	16.3972	0.722722
FBtr0300822	2553	2408.85	0	0
FBtr0081217	2565	2420.85	26.6028	1.12847
FBtr0081216	2549	2404.85	0	0
FBtr0082566	1767	1622.85	0	0
FBtr0334867	2747	2602.85	0	0
FBtr0085397	2589	2444.85	0	0
FBtr0082869	1981	1836.85	1467	82.0135
FBtr0345145	2255	2110.85	0	0
FBtr0302335	2165	2020.85	0	0
FBtr0345144	2183	2038.85	0	0
FBtr0074635	1850	1705.85	548	32.989
FBtr0071317	2438	2293.85	0	0
FBtr0346166	2970	2825.85	49	1.78064
FBtr0345302	2504	2359.85	0	0
FBtr0077098	1123	978.853	637	66.827
FBtr0075659	1433	1288.85	0	0
FBtr0310278	1388	1243.85	0	0
FBtr0112539	371	227.196	0	0
FBtr0303268	3265	3120.85	0	0
FBtr0082565	411	267.148	0	0
FBtr0344018	2901	2756.85	0	0
FBtr0080630	3161	3016.85	72	2.4508
FBtr0344019	4042	3897.85	0	0
FBtr0309281	4433	4288.85	0	0
FBtr0345422	1478	1333.85	324	24.944
FBtr0086710	1362	1217.85	0	0
FBtr0077351	1210	1065.85	66.0432	6.36298
FBtr0086891	4262	4117.85	317.115	7.90817
FBtr0302161	3910	3765.85	190.774	5.20217
FBtr0086890	4269	4124.85	18.1112	0.450889
FBtr0072185	288	145.113	3657	2587.9
FBtr0076729	5041	4896.85	0	0
FBtr0331353	5452	5307.85	0	0
FBtr0083684	5246	5101.85	449	9.0375
FBtr0342978	2410	2265.85	11	0.498529
FBtr0331155	1733	1588.85	0	0
FBtr0074668	1733	1588.85	0	0
FBtr0330100	4842	4697.85	0	0
FBtr0335411	4863	4718.85	0	0
FBtr0085778	4872	4727.85	0	0
FBtr0335410	4851	4706.85	0	0
FBtr0330101	4863	4718.85	0	0
FBtr0081043	5476	5331.85	149	2.86971
FBtr0081042	5476	5331.85	149	2.86971
FBtr0084954	1013	868.853	9	1.06372
FBtr0086324	1035	890.853	0	0
FBtr0300385	769	624.916	0	0
FBtr0300384	808	663.853	0	0
FBtr0080286	1809	1664.85	89.9933	5.55091
FBtr0342581	1532	1387.85	0	0
FBtr0310518	1029	884.853	0	0
FBtr0300643	949	804.853	0	0
FBtr0070423	1681	1536.85	60	4.00912
FBtr0306578	3570	3425.85	1743.35	52.2573
FBtr0302310	1277	1132.85	0	0
FBtr0300894	3027	2882.85	8183.42	291.502
FBtr0072815	1387	1242.85	0	0
FBtr0331461	3411	3266.85	30171.8	948.422
FBtr0072819	1460	1315.85	0	0
FBtr0300893	1109	964.853	0	0
FBtr0331462	3378	3233.85	1976.42	62.7607
FBtr0071358	1664	1519.85	73	4.93232
FBtr0084980	759	614.979	0	0
FBtr0085876	4733	4588.85	47.4758	1.06242
FBtr0334299	5818	5673.85	820.614	14.8522
FBtr0085875	4243	4098.85	372.91	9.34269
FBtr0100415	2864	2719.85	0	0
FBtr0100413	2865	2720.85	0	0
FBtr0100420	2894	2749.85	0	0
FBtr0100416	3158	3013.85	354.896	12.0923
FBtr0100419	2921	2776.85	0	0
FBtr0070957	2779	2634.85	0	0
FBtr0345295	2411	2266.85	339.067	15.36
FBtr0070956	2859	2714.85	0	0
FBtr0100414	2773	2628.85	0	0
FBtr0333672	2026	1881.85	10.7909	0.588844
FBtr0344754	2048	1903.85	1131.73	61.0437
FBtr0089186	1688	1543.85	14540.5	967.169
FBtr0081900	1173	1028.85	15	1.49716
FBtr0080952	606	462.148	0	0
FBtr0340237	657	513.148	0	0
FBtr0081569	2802	2657.85	116	4.48185
FBtr0339660	741	596.979	0	0
FBtr0340356	836	691.853	0	0
FBtr0339659	649	505.148	0	0
FBtr0340357	1399	1254.85	0	0
FBtr0339661	1117	972.853	46	4.85557
FBtr0084241	741	596.979	0	0
FBtr0344227	1324	1179.85	0	0
FBtr0332852	1671	1526.85	0	0
FBtr0086750	1553	1408.85	0	0
FBtr0335212	1344	1199.85	0	0
FBtr0082437	1439	1294.85	0	0
FBtr0071979	1384	1239.85	0	0
FBtr0082304	1528	1383.85	317	23.5233
FBtr0334897	7452	7307.85	1502.57	21.1142
FBtr0334896	5991	5846.85	2648.25	46.5122
FBtr0344218	2530	2385.85	0	0
FBtr0344217	2729	2584.85	4.14924	0.16484
FBtr0112583	2495	2350.85	132.028	5.76729
FBtr0087989	1751	1606.85	231	14.7627
FBtr0339595	1796	1651.85	0	0
FBtr0079365	3276	3131.85	18	0.590202
FBtr0081225	1305	1160.85	0	0
FBtr0300674	1789	1644.85	0	0
FBtr0332321	2100	1955.85	0	0
FBtr0300216	694	550.148	0	0
FBtr0344762	633	489.148	0	0
FBtr0085631	1677	1532.85	361.028	24.1864
FBtr0085635	1197	1052.85	0	0
FBtr0332170	1009	864.853	0	0
FBtr0085634	1187	1042.85	0	0
FBtr0085633	1227	1082.85	0	0
FBtr0085632	1135	990.853	8928.94	925.381
FBtr0344763	1526	1381.85	13.0327	0.968508
FBtr0306587	981	836.853	0	0
FBtr0306588	1246	1101.85	0	0
FBtr0075186	2778	2633.85	6837	266.565
FBtr0072671	3820	3675.85	817	22.8241
FBtr0310555	3766	3621.85	0	0
FBtr0072670	3754	3609.85	0	0
FBtr0433521	4693	4548.85	0	0
FBtr0347111	4516	4371.85	370.12	8.69374
FBtr0302583	5622	5477.85	0	0
FBtr0306630	4838	4693.85	0	0
FBtr0302086	4347	4202.85	1785.98	43.6378
FBtr0302085	5027	4882.85	0	0
FBtr0333889	8444	8299.85	0	0
FBtr0333888	8968	8823.85	8.01707	0.0933012
FBtr0306631	4304	4159.85	0	0
FBtr0302584	5159	5014.85	0	0
FBtr0306632	6029	5884.85	0	0
FBtr0076900	2412	2267.85	0	0
FBtr0078517	1557	1412.85	0	0
FBtr0331774	1295	1150.85	29.8359	2.66226
FBtr0100669	1298	1153.85	1.16406	0.103599
FBtr0073512	2235	2090.85	203	9.97017
FBtr0076265	1575	1430.85	693	49.7357
FBtr0089267	1084	939.853	0	0
FBtr0342988	3161	3016.85	411.814	14.0177
FBtr0071820	2533	2388.85	1.18642	0.0510009
FBtr0074655	2115	1970.85	213	11.0983
FBtr0301016	3228	3083.85	0	0
FBtr0301017	3243	3098.85	246.5	8.16856
FBtr0330302	3243	3098.85	246.5	8.16856
FBtr0301311	3976	3831.85	433.196	11.6093
FBtr0082273	2933	2788.85	0	0
FBtr0302571	4012	3867.85	0.000114843	3.04906e-006
FBtr0301310	4015	3870.85	89.9048	2.3851
FBtr0073730	1370	1225.85	504	42.2204
FBtr0310646	1830	1685.85	0	0
FBtr0306309	750	605.979	0	0
FBtr0344570	539	395.148	0	0
FBtr0072814	1240	1095.85	0	0
FBtr0072813	1107	962.853	119	12.6916
FBtr0077030	1231	1086.85	102	9.63738
FBtr0345492	1015	870.853	79.7728	9.40675
FBtr0087078	884	739.853	814.227	113.013
FBtr0085105	995	850.853	0	0
FBtr0081078	1643	1498.85	10	0.685127
FBtr0346274	1553	1408.85	0	0
FBtr0073436	1423	1278.85	691	55.4865
FBtr0083919	1858	1713.85	17	1.0186
FBtr0343143	1534	1389.85	0	0
FBtr0073892	1096	951.853	0	0
FBtr0081972	1525	1380.85	0	0
FBtr0081177	1708	1563.85	234	15.3656
FBtr0079999	2086	1941.85	596	31.5181
FBtr0074307	1594	1449.85	0	0
FBtr0074309	1380	1235.85	0	0
FBtr0074308	1608	1463.85	0	0
FBtr0074306	1406	1261.85	0	0
FBtr0074310	1340	1195.85	204	17.5179
